,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Laydown Corners,Latitude,Longitude,,,1,,2,,3,,4,,5,,6,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper Left,35.293958,-101.603798,A,35.293958,-101.603798,35.293958,-101.603434,35.293958,-101.60307,35.293958,-101.602706,35.293958,-101.602342,35.293958,-101.601978,35.293958,-101.601614,35.293958,-101.60125,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper Right,35.293958,-101.601252,B,35.293676,-101.603798,35.293676,-101.603434,35.293676,-101.603434,35.293676,-101.603434,35.293676,-101.603434,35.293676,-101.603434,35.293676,-101.603434,35.293676,-101.603434,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Right,35.292548,-101.601252,C,35.293394,-101.603798,35.293394,-101.603434,35.293394,-101.603434,35.293394,-101.603434,35.293394,-101.603434,35.293394,-101.603434,35.293394,-101.603434,35.293394,-101.603434,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Left,35.292548,-101.603798,D,35.293112,-101.603798,35.293112,-101.603434,35.293112,-101.603434,35.293112,-101.603434,35.293112,-101.603434,35.293112,-101.603434,35.293112,-101.603434,35.293112,-101.603434,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bin Height,Bin width,E,35.29283,-101.603798,35.29283,-101.603434,35.29283,-101.603434,35.29283,-101.603434,35.29283,-101.603434,35.29283,-101.603434,35.29283,-101.603434,35.29283,-101.603434,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.000282,0.000364,,35.292548,-101.603798,35.292548,-101.603434,35.292548,-101.603434,35.292548,-101.603434,35.292548,-101.603434,35.292548,-101.603434,35.292548,-101.603434,35.292548,-101.603434,,,,,,,,,,,,,,,,,,,,,,,,,,
